timestamp,session_elapsed_s,perf_counter,force_raw
1778584679.735631,6.996302125,15.446403666,0.08
1778584680.0491562,7.321307624999999,15.771409166,0.08
1778584680.107883,7.372819874999999,15.822921416,0.08
1778584680.374252,7.642142792,16.092244333,0.08
1778584680.478434,7.750976374999999,16.201077916,0.08
1778584680.6940129,7.9640325,16.414134041,0.08
1778584680.752369,8.014851875,16.464953416,0.08
1778584680.848397,8.120458999999999,16.570560541,0.08
1778584680.963712,8.225694917,16.675796458,0.08
1778584681.02043,8.280593584,16.730695125,0.08
1778584681.062258,8.335315167,16.785416708,0.08
1778584681.119037,8.388865542,16.838967083,0.08
1778584681.33571,8.598115417,17.048216958,0.08
1778584681.4343839,8.704667124999999,17.154768666,0.08
1778584681.653568,8.919172167000001,17.369273708,0.08
1778584681.707764,8.971399624999998,17.421501166,0.08
1778584681.806539,9.079586,17.529687541,0.08
1778584681.861608,9.134656667,17.584758208,0.08
1778584681.980685,9.244560417,17.694661958,0.08
1778584682.078492,9.349515834,17.799617375,0.08
1778584682.348234,9.617111583999998,18.067213125,0.08
1778584682.476497,9.725500124999998,18.175601666,0.08
1778584682.623481,9.886343208999998,18.33644475,0.08
1778584682.724252,9.991929542,18.442031083,0.08
1778584683.047717,10.317017959,18.7671195,0.08
1778584683.315451,10.578824625000001,19.028926166,0.08009249446359318
1778584683.415906,10.683761041999999,19.133862583,0.08155646458424654
1778584683.516792,10.788968709,19.23907025,0.08644501361004837
1778584683.6900978,10.950859541999998,19.400961083,0.44891355636326746
1778584683.7935581,11.05884925,19.508950791,0.12693029969213854
1778584683.895466,11.16796225,19.618063791,0.1583962916377576
1778584684.008918,11.272722708999998,19.72282425,0.1978250879492806
1778584684.106498,11.379085625,19.829187166,0.2470663829222689
1778584684.2688498,11.541960584,19.992062125,0.33896253794394265
1778584684.330261,11.597029916999999,20.047131458,0.37391016116218134
1778584684.596947,11.865066459,20.315168,0.5614977699499322
1778584684.654807,11.917432834000001,20.367534375,0.5995642642635228
1778584684.920268,12.187413167,20.637514708,0.7851000073607697
1778584685.022309,12.295045749999998,20.745147291,0.8477999763194294
1778584685.145014,12.405119667,20.855221208,0.9014334670988048
1778584685.248409,12.515162542,20.965264083,0.9423019866226471
1778584685.349504,12.622618292,21.072719833,0.9683144045157652
1778584685.408301,12.675322917,21.125424458,0.9757163360885759
1778584685.510396,12.782677375,21.232778916,0.9795245158108351
1778584685.731512,12.996963,21.447064541,0.9421812605067866
1778584685.83096,13.103449917,21.553551458,0.9028134752248352
1778584685.991029,13.263817292,21.713918833,0.8214550252791377
1778584686.053698,13.314513541999998,21.764615083,0.7911711054320929
1778584686.153565,13.424563459,21.874665,0.7196847918368771
1778584686.373157,13.644570791999998,22.094672333,0.5630248302269861
1778584686.532165,13.804618374999999,22.254719916,0.44828292672089026
1778584686.698337,13.963733959,22.4138355,0.3427069919196769
1778584686.756754,14.018797584,22.468899125,0.30938462706066927
1778584686.852994,14.125841792000001,22.575943333,0.25052248848796144
1778584686.9148211,14.180958875,22.631060416,0.2235780881458902
